word,model_type,back,hurdle_place,theta_mean,theta_se_mean,theta_sd,theta_2.5%,theta_25%,theta_50%,theta_75%,theta_97.5%,theta_n_eff,theta_Rhat,lambda_mean,lambda_se_mean,lambda_sd,lambda_2.5%,lambda_25%,lambda_50%,lambda_75%,lambda_97.5%,lambda_n_eff,lambda_Rhat,mu_mean,mu_se_mean,mu_sd,mu_2.5%,mu_25%,mu_50%,mu_75%,mu_97.5%,mu_n_eff,mu_Rhat,phi_mean,phi_se_mean,phi_sd,phi_2.5%,phi_25%,phi_50%,phi_75%,phi_97.5%,phi_n_eff,phi_Rhat,psi_intercept_mean,psi_intercept_se_mean,psi_intercept_sd,psi_intercept_2.5%,psi_intercept_25%,psi_intercept_50%,psi_intercept_75%,psi_intercept_97.5%,psi_intercept_n_eff,psi_intercept_Rhat,psi_slope_mean,psi_slope_se_mean,psi_slope_sd,psi_slope_2.5%,psi_slope_25%,psi_slope_50%,psi_slope_75%,psi_slope_97.5%,psi_slope_n_eff,psi_slope_Rhat,alpha_intercept_mean,alpha_intercept_se_mean,alpha_intercept_sd,alpha_intercept_2.5%,alpha_intercept_25%,alpha_intercept_50%,alpha_intercept_75%,alpha_intercept_97.5%,alpha_intercept_n_eff,alpha_intercept_Rhat,alpha_slope_mean,alpha_slope_se_mean,alpha_slope_sd,alpha_slope_2.5%,alpha_slope_25%,alpha_slope_50%,alpha_slope_75%,alpha_slope_97.5%,alpha_slope_n_eff,alpha_slope_Rhat,waic,waic_scaled,keep
here,gen,TRUE,NA,0.725331117,0.001157106,0.055339455,0.62164915,0.68831147,0.723792679,0.761037608,0.836136944,2287.303092,0.999165981,0.936065965,0.001012524,0.047989329,0.82394743,0.907111125,0.944885871,0.975131814,0.997922744,2246.357314,1.000174793,5.253146443,0.00201019,0.112979351,5.034908968,5.178416937,5.252224809,5.328126988,5.477336414,3158.813064,0.999796912,5.490027595,0.010253703,0.578535021,4.478924801,5.083141117,5.447654872,5.862172468,6.692214788,3183.448331,0.999977638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5922.070779,7.393346791,gen
him,gen,TRUE,NA,1.289361914,0.002040055,0.088619844,1.117303932,1.228216203,1.287633033,1.349126104,1.465097471,1887.028192,1.003873143,0.928389525,0.001191621,0.051375442,0.812870581,0.896125671,0.937629826,0.970175665,0.996734409,1858.810348,1.004218303,6.115153159,0.00220158,0.109933194,5.89911189,6.04173149,6.116197108,6.189211498,6.33215879,2493.380866,1.000021407,17.99814778,0.066785189,3.487614184,12.52866655,15.50404139,17.53773044,20.09119829,26.26127035,2727.071691,1.00120777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5462.526906,8.080661103,hur
him,hurdle,TRUE,-1,2.345301087,0.003047768,0.171167315,2.010343329,2.229153106,2.346502452,2.462684332,2.682018033,3154.117205,1.000187779,0.341949692,0.000944473,0.05152,0.244527428,0.306254492,0.341716764,0.376191097,0.44378613,2975.58407,1.000529528,6.100947812,0.001798108,0.11269418,5.886788132,6.024121226,6.100062916,6.177490303,6.323009418,3927.99972,0.999888749,12.99417296,0.028870647,1.831837089,9.828160983,11.71329694,12.86327636,14.05260386,17.06423467,4025.878402,1.000337767,1.449197606,0.004228979,0.205890222,1.05157056,1.306710595,1.443661605,1.590715955,1.844511995,2370.283817,1.002055512,-0.263147348,0.000656403,0.032590946,-0.328490999,-0.285059421,-0.262569211,-0.240626218,-0.19964728,2465.201329,1.001528489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5431.628761,8.034953789,hur
how,gen,FALSE,NA,1.363152062,0.00243969,0.109166571,1.155538538,1.28519981,1.362988859,1.439609998,1.578957868,2002.21181,1.001044264,0.904763491,0.001547911,0.069003292,0.746812337,0.860536365,0.915415989,0.96201637,0.996547804,1987.229074,1.000428748,5.698753589,0.001947055,0.117290356,5.469825147,5.619789219,5.696344254,5.775245665,5.937330201,3628.844459,1.00130756,11.87323992,0.040117823,2.162234877,8.490740741,10.33104015,11.59138778,13.10680264,17.02263888,2904.898907,1.000660341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4766.285532,8.064780934,gen
how,hurdle,FALSE,0,2.677258465,0.00377517,0.193428757,2.296875926,2.544446811,2.678325314,2.811750807,3.047826809,2625.240136,1.000374412,0.142621277,0.001135168,0.055642278,0.041026895,0.103595598,0.141143194,0.179413231,0.255745294,2402.646538,1.000137707,5.677322587,0.002073482,0.126692737,5.434055325,5.591015384,5.674596346,5.758844507,5.933417974,3733.387395,1.000438999,9.433911222,0.021826618,1.359207526,7.189960204,8.468760363,9.310138775,10.27936882,12.29843692,3877.918066,0.999535123,2.084794126,0.004765292,0.236954974,1.634345384,1.92213589,2.078174882,2.244876132,2.558805809,2472.592584,0.999871415,-0.402633564,0.000823957,0.040212968,-0.48338961,-0.429492115,-0.401137248,-0.374978757,-0.325290887,2381.896948,0.999559855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4670.445668,7.902615343,gen
i,gen,FALSE,NA,0.702890887,0.000251842,0.013792472,0.676623044,0.693302246,0.702761762,0.712126418,0.730763355,2999.344341,0.999557139,0.62792213,0.000417522,0.023838763,0.583460851,0.611131764,0.627114471,0.643619462,0.676863333,3259.930511,0.9995522,5.150052311,0.000495006,0.030942097,5.090689694,5.129059319,5.14950729,5.170549256,5.211980877,3907.316048,1.000054498,6.534463093,0.003827913,0.220937147,6.107208237,6.384563754,6.53067307,6.676937751,6.984934986,3331.296668,0.999355354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70859.34177,7.339894528,hur
i,hurdle,FALSE,1,2.161127394,0.002195981,0.111823134,1.943123588,2.087321531,2.158411316,2.234581953,2.386972359,2593.022572,1.000125907,0.273433646,0.000380752,0.019152516,0.235427658,0.260579897,0.273186908,0.28631107,0.311477303,2530.265875,0.999883558,5.149032819,0.00042928,0.029785577,5.089201917,5.128966754,5.148944965,5.169105391,5.207788422,4814.269031,0.999554688,6.534384088,0.003618427,0.218291654,6.123054691,6.385286942,6.526710203,6.675328183,6.969684455,3639.440787,0.999713965,1.609338015,0.001648898,0.071950338,1.466862933,1.560592388,1.6096539,1.657282801,1.750430043,1904.049313,1.00056586,-0.20419504,0.000227136,0.010448033,-0.224679014,-0.211253879,-0.204182327,-0.197146436,-0.183699706,2115.909172,1.000358894,2.746178049,0.001493946,0.066522423,2.615942615,2.702212476,2.744747576,2.790104335,2.876206303,1982.74341,1.000830151,-0.277059121,0.000208547,0.009637275,-0.296392978,-0.283376735,-0.276928493,-0.270695326,-0.257986374,2135.49662,1.000538143,71034.1008,7.357996768,hur
if,gen,FALSE,NA,0.991757505,0.001636383,0.071461767,0.858056448,0.940219553,0.990743988,1.04356603,1.129819945,1907.118104,1.000292466,0.89576451,0.001565083,0.06893574,0.746050513,0.848615314,0.904671767,0.95210015,0.994787104,1940.056398,1.000143973,5.995471094,0.001500112,0.090197219,5.819756555,5.93461107,5.996417836,6.056589114,6.173671397,3615.257279,0.999565235,11.67808639,0.030611862,1.523177601,9.081201676,10.61384079,11.52776925,12.5720388,14.95637429,2475.834432,0.999367063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8206.914027,7.823559607,gen
if,hurdle,FALSE,0,1.34046951,0.002392316,0.130087248,1.091994996,1.248746609,1.337986067,1.430333353,1.595136109,2956.871147,1.00094063,0.412503579,0.000614798,0.035427698,0.3426537,0.38836694,0.411748391,0.437031347,0.481211796,3320.635209,1.000506528,5.984780607,0.001578239,0.100476643,5.795133102,5.915870781,5.984118566,6.052761181,6.190811556,4053.074477,1.000644977,10.21223644,0.019229712,1.130923578,8.230076498,9.407950781,10.14404881,10.87677378,12.68953645,3458.764118,1.000805378,1.477530643,0.003117979,0.158229766,1.177713518,1.365604373,1.477469578,1.586221141,1.783355918,2575.313585,0.999504749,-0.236872539,0.000485868,0.02441713,-0.285106547,-0.25350831,-0.236780121,-0.21947842,-0.190966084,2525.529857,0.99959776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8230.28514,7.845839027,gen
in,gen,TRUE,NA,2.477274752,0.000692935,0.043407188,2.392819659,2.448266329,2.476108664,2.50688665,2.56438304,3924.083456,1.000769548,0.256898678,0.00028294,0.017585087,0.223486045,0.244406697,0.256518032,0.268571614,0.292070812,3862.792671,0.999898786,5.978893108,0.000873658,0.058509741,5.868416116,5.938960365,5.977946899,6.017617166,6.095744152,4485.111753,1.000141764,9.93994026,0.011200279,0.717169997,8.659870008,9.451422695,9.886558021,10.39367016,11.49202951,4100.025585,0.999341527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24675.83798,8.416042968,gen
into,gen,TRUE,NA,2.665801075,0.002549843,0.140952278,2.394826701,2.568732456,2.666867133,2.75589084,2.949977043,3055.747061,1.000357718,0.152491165,0.000879018,0.051124402,0.059182942,0.117401214,0.150026191,0.186665306,0.257128937,3382.681128,0.999748268,6.35628406,0.002770224,0.165332812,6.043962509,6.241773697,6.352645978,6.466444475,6.686941814,3561.953423,1.000248269,20.86513431,0.09344372,5.39747364,12.61751222,17.07013304,20.07083936,23.7198651,33.72018373,3336.420797,0.999984263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2461.03252,8.314299054,gen
is,gen,FALSE,NA,2.517727863,0.003969077,0.153673136,2.217735545,2.404393252,2.524100453,2.636406897,2.783276256,1499.05224,1.001786892,0.905049044,0.001677345,0.065443834,0.761064136,0.861132772,0.915324293,0.958336863,0.996738368,1522.273229,1.002429386,4.885425917,0.001184517,0.057478127,4.775662161,4.846842335,4.884524024,4.923000029,4.999573142,2354.630464,1.002149935,8.048623368,0.012685132,0.609702584,6.951786869,7.622756072,8.00634633,8.433444279,9.334790478,2310.181395,0.99971891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19660.59089,8.008387328,gen
is,hurdle,FALSE,1,3.74608135,0.00224922,0.150138543,3.458500389,3.64604716,3.744215524,3.845914233,4.048775914,4455.748508,0.999451659,0.225902847,0.000408008,0.027689477,0.173168308,0.207175759,0.226085923,0.244974697,0.281210319,4605.66693,0.999846603,4.886096414,0.000812159,0.057750727,4.771836313,4.847383828,4.886411884,4.924515131,4.996702671,5056.301608,0.999766109,8.07450538,0.009024507,0.641417563,6.90118928,7.63147452,8.040186231,8.488581344,9.436305394,5051.666549,0.99939917,0.984632844,0.002240416,0.107407952,0.776164595,0.910803835,0.98333013,1.057888504,1.202970009,2298.346631,1.000847822,-0.288742356,0.000429984,0.020546647,-0.330529634,-0.30239581,-0.288187002,-0.274426895,-0.249346073,2283.377417,1.00083409,0.941587485,0.002558722,0.118946914,0.714667118,0.860028691,0.94200817,1.021796118,1.176937872,2161.026692,1.001511785,-0.349040779,0.000482944,0.024418714,-0.396443129,-0.365088433,-0.34885862,-0.332664324,-0.301847388,2556.538491,1.000354164,20074.94188,8.177165733,gen
it,gen,FALSE,NA,2.47241232,0.001376878,0.055959793,2.35348958,2.436567433,2.474890337,2.510547132,2.574234152,1651.813867,1.000954442,0.979589712,0.000390693,0.015265003,0.944119275,0.971116023,0.982525655,0.991815893,0.99920801,1526.58857,1.000499873,5.05995212,0.000593396,0.034203498,4.99281187,5.037184054,5.060204908,5.082494045,5.126997724,3322.396224,1.000023166,11.59994853,0.012468259,0.688291899,10.38825196,11.12064234,11.55733005,12.0423873,13.01350869,3047.429747,0.999748345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49445.82652,8.100561356,hur
it,hurdle,FALSE,-1,2.009708508,0.001302815,0.060727568,1.881918583,1.971715072,2.013277058,2.052665343,2.1206236,2172.732189,1.001646483,0.968156929,0.000507727,0.023520753,0.911371068,0.954498762,0.972891562,0.986628091,0.998719657,2146.062304,1.001694793,5.057826033,0.000555359,0.034696875,4.988291638,5.034348823,5.058384957,5.082111713,5.123090657,3903.304766,0.99995769,11.25532968,0.010280975,0.634608973,10.1106282,10.81399329,11.22433638,11.66735927,12.56455317,3810.164904,1.000247278,-0.678816677,0.001400703,0.06801452,-0.81339152,-0.724728685,-0.679058726,-0.632062804,-0.54628808,2357.821355,1.000398708,-0.124529484,0.000266059,0.013156526,-0.149894053,-0.133672046,-0.124457345,-0.115375039,-0.099520778,2445.26098,1.000011613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48933.94728,8.016701718,hur
just,gen,FALSE,NA,1.922379819,0.000844111,0.050114125,1.823250054,1.887467381,1.922175444,1.955620123,2.020547637,3524.69081,1.001146259,0.265201685,0.000416983,0.025996843,0.21435769,0.247835174,0.264362268,0.282572739,0.318301455,3886.917193,0.999463151,5.088157119,0.001129821,0.071005514,4.94579772,5.041024126,5.088731436,5.136928341,5.224296762,3949.703902,1.000023789,7.199874184,0.009992467,0.629458164,6.077387333,6.759794392,7.161875628,7.601362564,8.524064468,3968.152205,1.000128436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13274.85757,7.996902153,gen
kind,gen,FALSE,NA,2.941378423,0.011172419,0.301510834,2.484424067,2.746141158,2.891610884,3.071908344,3.718789612,728.3018236,1.006439308,0.547933809,0.005696544,0.155741647,0.319057899,0.4375614,0.516714986,0.628895512,0.938728428,747.4575892,1.005776935,6.137347193,0.003435874,0.205141078,5.742020625,5.996065757,6.134940639,6.274159829,6.544866456,3564.763755,0.999417785,17.59398979,0.102032096,5.259169357,10.11423137,13.84395771,16.70445298,20.42972474,30.50806255,2656.811217,0.999683869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663.200456,8.529233106,gen
kinda,gen,TRUE,NA,2.751324706,0.006449297,0.232738997,2.358397397,2.598305808,2.73245309,2.883592016,3.227025273,1302.307432,1.000791696,0.33339593,0.00375772,0.126836814,0.13831233,0.249840451,0.319346276,0.394205997,0.617720964,1139.309721,1.002992623,4.974702308,0.003673207,0.216496341,4.561148273,4.829950707,4.969242762,5.118310485,5.411717027,3473.843244,1.000435623,8.284904534,0.039341606,2.419410777,4.901344449,6.588527182,7.858297314,9.433516212,14.22782749,3781.943718,0.999892079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362.521699,8.014833521,gen
know,gen,FALSE,NA,3.646518783,0.001116253,0.070191801,3.510189762,3.601139404,3.645598586,3.690635381,3.790390975,3954.096969,0.999318162,0.004869811,6.91E-05,0.00463395,0.000133319,0.001468804,0.003520747,0.006792723,0.016902822,4493.253355,0.999836301,3.305475735,0.000819421,0.054529163,3.198632731,3.268266096,3.304937922,3.341425713,3.414539968,4428.367133,0.999529972,2.287004622,0.001589377,0.103552832,2.091241498,2.216461337,2.286565265,2.356472037,2.491447297,4244.92748,0.999315595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16737.39554,6.430040544,gen
let,gen,FALSE,NA,0.798635296,0.001828309,0.089530407,0.634881419,0.736884171,0.795788803,0.859018786,0.977884058,2397.960685,1.000654717,0.868828495,0.002092832,0.093059586,0.660318823,0.807640141,0.885416216,0.945078667,0.99553156,1977.213082,1.0021188,5.373349315,0.002600086,0.154487758,5.076055514,5.268678472,5.371765728,5.472496801,5.6858986,3530.309177,0.999558443,13.40904178,0.05851872,3.377810464,8.447509678,10.94417623,12.88382364,15.2164221,21.59590791,3331.815299,1.000104736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454.379983,7.283026656,gen
like,gen,FALSE,NA,3.404419661,0.00724698,0.185596301,3.149078327,3.289573754,3.373106334,3.477911021,3.874389888,655.8801902,1.007266048,0.637782808,0.002726115,0.077207351,0.520648537,0.585558562,0.62703172,0.676573913,0.832369411,802.1008343,1.005962444,4.659239261,0.001117911,0.061613369,4.542363417,4.61704921,4.65863911,4.700302219,4.781914528,3037.63232,0.999989456,5.329958093,0.007212965,0.362191962,4.684384902,5.074055962,5.303439009,5.562677169,6.059210746,2521.447387,1.000125742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18185.20756,7.958515343,gen
like,hurdle,FALSE,1,4.366191755,0.002275054,0.132054266,4.109509234,4.278474191,4.367484233,4.453635505,4.625448742,3369.159297,1.00061764,0.061718271,0.000446239,0.024270088,0.01486903,0.044602311,0.061351939,0.078654165,0.109822413,2958.067849,1.002162621,4.658828055,0.000869914,0.059814114,4.540647145,4.617292342,4.658721943,4.700669005,4.775296768,4727.7562,0.999433645,5.342147486,0.005743684,0.358614867,4.707347252,5.088174631,5.322069696,5.571705748,6.089329185,3898.301688,1.000844694,-0.237039678,0.002375888,0.137708086,-0.499087962,-0.333686965,-0.237549739,-0.145404218,0.034042979,3359.441015,1.000681724,-0.384784466,0.000604818,0.034820659,-0.453516346,-0.408351078,-0.384175251,-0.360715279,-0.318523655,3314.549377,1.000483321,0.681401715,0.002160725,0.114711556,0.460243287,0.600799234,0.681177459,0.75848914,0.903890556,2818.482585,1.000775877,-0.482676458,0.000550312,0.029885003,-0.540814123,-0.502882622,-0.483026769,-0.461796861,-0.425235669,2949.093746,1.00031944,18749.46145,8.20545359,gen
little,gen,TRUE,NA,2.30889191,0.001624602,0.099578026,2.120681332,2.240299345,2.306840193,2.37657507,2.507566433,3756.928405,1.000235665,0.274303943,0.000709701,0.04386173,0.192722186,0.244520331,0.272157018,0.303042647,0.364826344,3819.624953,1.000276748,6.138415224,0.002102549,0.133607145,5.887924691,6.046783014,6.13676356,6.225082531,6.40718768,4038.00568,0.999399293,14.42959129,0.049468601,3.04598947,9.657253336,12.27402378,14.06986865,16.17409448,21.24525385,3791.381978,1.000000887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3973.324474,8.400263159,hur
little,hurdle,TRUE,-2,2.455379351,0.005710527,0.282833655,1.917101306,2.267405541,2.454083433,2.646199199,3.016400326,2453.069167,1.001741492,0.221183722,0.001061914,0.053372349,0.116184974,0.18394414,0.222461626,0.257949637,0.323164929,2526.119184,1.001510543,6.139285227,0.002047244,0.140030106,5.87724496,6.044064774,6.136896606,6.230746468,6.422972996,4678.468998,0.999168046,14.37114866,0.047453158,3.003974045,9.779285492,12.25311997,13.91132797,16.00251278,21.64125557,4007.394619,0.999522896,1.595374885,0.005287882,0.267723047,1.08895857,1.408741461,1.588177295,1.773356917,2.137019715,2563.350752,1.002166254,-0.331129725,0.000868313,0.043597142,-0.419104687,-0.360398123,-0.329646706,-0.301570372,-0.247510691,2520.947205,1.001942292,0.950885069,0.010735891,0.503788482,-0.06667883,0.613073671,0.955570273,1.291404201,1.934337895,2202.015174,1.002621663,-0.68779258,0.002489108,0.119155864,-0.926005364,-0.763660927,-0.685735923,-0.605608979,-0.45476016,2291.624625,1.000807617,3906.295367,8.258552573,hur
long,gen,TRUE,NA,2.470507349,0.005065899,0.279616203,1.942787646,2.277800797,2.462938369,2.655317338,3.049891237,3046.572851,0.999896988,0.895655797,0.001343481,0.073567634,0.731222603,0.84653621,0.908593389,0.956261765,0.994966369,2998.543257,1.000140278,6.486594836,0.00456954,0.277745011,5.97505675,6.297018183,6.483241579,6.666026941,7.056878412,3694.431351,1.00013439,9.129704257,0.048333783,2.502849987,5.471998574,7.381858757,8.761159149,10.42319624,15.00448627,2681.439828,0.999736079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366.354408,8.989173739,gen
long,hurdle,TRUE,1,2.21423326,0.004011671,0.253529305,1.758492502,2.040954004,2.202471309,2.370918137,2.755461345,3993.978542,0.9991469,0.699786698,0.001924737,0.09371164,0.533299312,0.633255867,0.695091457,0.760442873,0.907421605,2370.523519,1.0000268,6.490605821,0.003790639,0.270127886,5.974167734,6.309065353,6.482393434,6.664728883,7.031300704,5078.248005,0.999450706,9.093865064,0.041143364,2.494028288,5.486794736,7.336597887,8.665887264,10.39572112,15.13915882,3674.541476,0.999919584,0.032593423,0.008075507,0.43770846,-0.816068492,-0.262104641,0.030369088,0.329837664,0.880545517,2937.854682,1.000747964,-0.181123555,0.001338638,0.069185408,-0.320432593,-0.226253769,-0.179321554,-0.133222498,-0.055743584,2671.177243,1.000160934,-0.446858179,0.016069174,0.926597866,-2.339290107,-1.048118075,-0.403661229,0.205770281,1.247750657,3325.029244,1.000631361,-0.595053029,0.004233648,0.232795786,-1.076705127,-0.745369427,-0.580977368,-0.433528832,-0.179805058,3023.574736,1.000966452,1357.364678,8.93003078,gen
look,gen,FALSE,NA,2.445166799,0.006220513,0.273181942,1.963797694,2.240606003,2.431156857,2.637272544,3.001982712,1928.641865,1.001963122,0.824862761,0.002705608,0.116805072,0.575957423,0.741245888,0.841429577,0.920801164,0.992513239,1863.77583,0.99998232,4.915470926,0.002865494,0.159133062,4.615293362,4.806330515,4.91300702,5.025147936,5.228665192,3084.053083,1.000086679,8.916200882,0.047871047,2.23467484,5.679648875,7.428390054,8.515059593,10.01285618,14.25813603,2179.128463,1.000016058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2438.79018,8.075464172,gen
lot,gen,FALSE,NA,4.18902428,0.004223107,0.239676662,3.741014137,4.028133934,4.181019617,4.345622046,4.671768285,3220.975038,0.999816407,0.391574105,0.001823216,0.097940574,0.229529806,0.326221316,0.381699264,0.44574134,0.619341605,2885.684576,0.9998324,6.835415392,0.00315873,0.195175319,6.457203671,6.700604722,6.834842091,6.961394965,7.22428222,3817.901777,0.999685995,18.24274543,0.08976139,4.997108469,10.87666467,14.67244542,17.43830865,20.82358662,30.16714538,3099.2629,0.99980668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2217.070538,8.694394265,gen
make,gen,FALSE,NA,3.080839512,0.005648939,0.211783894,2.742210501,2.945478156,3.059488144,3.188772199,3.528755418,1405.568665,1.000478879,0.473190065,0.003027073,0.112514056,0.303212349,0.398642143,0.456775931,0.530037226,0.745896145,1381.553777,0.99986471,6.156537336,0.002793498,0.166173782,5.842746374,6.042477247,6.153526814,6.268922546,6.488343078,3538.574483,1.00000015,21.08193539,0.095411592,5.559243289,12.62123359,17.0083929,20.23875988,24.15813693,34.25419721,3394.916369,0.999870239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495.14998,8.458135527,gen
maybe,gen,FALSE,NA,0.962067778,0.002225943,0.112729629,0.750162206,0.883214217,0.958182338,1.035825202,1.189029463,2564.766818,0.999799654,0.896862524,0.001516277,0.075724579,0.715439587,0.850355853,0.910932968,0.957917909,0.995522449,2494.11605,0.999495662,5.052457483,0.003785136,0.205060493,4.665017234,4.910936219,5.049165851,5.190384082,5.461965511,2934.952815,1.000686729,4.770668203,0.018026557,0.910515695,3.308842789,4.129903233,4.660814517,5.308274669,6.808476864,2551.228276,1.000050471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945.522629,7.629500506,gen
me,gen,TRUE,NA,1.645292915,0.001956475,0.086338787,1.477159986,1.587208791,1.643906385,1.70307733,1.81513085,1947.436091,1.000225871,0.95221815,0.000818096,0.035957787,0.866227788,0.930915416,0.959100067,0.981060213,0.998030341,1931.866017,0.999772184,5.633222886,0.001666126,0.089635395,5.461184449,5.572304847,5.629992159,5.691300535,5.811793749,2894.298993,0.999355317,9.692877686,0.024008136,1.172884891,7.759324053,8.857573437,9.574704161,10.39676364,12.26316186,2386.678369,0.999991681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8954.162354,8.237499865,hur
