word,model_type,back,hurdle_place,theta_mean,theta_se_mean,theta_sd,theta_2.5%,theta_25%,theta_50%,theta_75%,theta_97.5%,theta_n_eff,theta_Rhat,lambda_mean,lambda_se_mean,lambda_sd,lambda_2.5%,lambda_25%,lambda_50%,lambda_75%,lambda_97.5%,lambda_n_eff,lambda_Rhat,mu_mean,mu_se_mean,mu_sd,mu_2.5%,mu_25%,mu_50%,mu_75%,mu_97.5%,mu_n_eff,mu_Rhat,phi_mean,phi_se_mean,phi_sd,phi_2.5%,phi_25%,phi_50%,phi_75%,phi_97.5%,phi_n_eff,phi_Rhat,psi_intercept_mean,psi_intercept_se_mean,psi_intercept_sd,psi_intercept_2.5%,psi_intercept_25%,psi_intercept_50%,psi_intercept_75%,psi_intercept_97.5%,psi_intercept_n_eff,psi_intercept_Rhat,psi_slope_mean,psi_slope_se_mean,psi_slope_sd,psi_slope_2.5%,psi_slope_25%,psi_slope_50%,psi_slope_75%,psi_slope_97.5%,psi_slope_n_eff,psi_slope_Rhat,alpha_intercept_mean,alpha_intercept_se_mean,alpha_intercept_sd,alpha_intercept_2.5%,alpha_intercept_25%,alpha_intercept_50%,alpha_intercept_75%,alpha_intercept_97.5%,alpha_intercept_n_eff,alpha_intercept_Rhat,alpha_slope_mean,alpha_slope_se_mean,alpha_slope_sd,alpha_slope_2.5%,alpha_slope_25%,alpha_slope_50%,alpha_slope_75%,alpha_slope_97.5%,alpha_slope_n_eff,alpha_slope_Rhat,waic,waic_scaled,keep
told,gen,FALSE,NA,2.807449448,0.003260002,0.188247529,2.451997987,2.674793311,2.808215695,2.934415083,3.186141401,3334.439652,1.000334881,0.128037038,0.001168698,0.068702718,0.016622262,0.076431536,0.121497333,0.171648254,0.278336402,3455.759101,1.000235984,5.670510996,0.00347752,0.223009069,5.243884972,5.520217547,5.663670676,5.818336571,6.117718585,4112.498063,0.999475866,14.17056107,0.075091972,4.38815595,7.821795411,11.07464708,13.41997616,16.45364049,24.80728769,3414.892904,1.000101679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.050052,8.070882656,gen
too,gen,TRUE,NA,1.040622046,0.002753027,0.117386628,0.825783319,0.956697957,1.035246178,1.117100144,1.282118697,1818.093887,1.001485781,0.848388653,0.002360923,0.105661767,0.613885088,0.776394785,0.865909218,0.936203669,0.993433937,2002.958605,1.00104865,5.073639038,0.00362202,0.176904454,4.737119806,4.95268655,5.068927652,5.190545507,5.438055397,2385.4798,1.000383704,4.736959263,0.01659129,0.806787984,3.400569147,4.162930989,4.654221498,5.212000161,6.500397515,2364.604758,1.000242476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2726.905534,7.68142404,gen
two,gen,TRUE,NA,2.449202931,0.008128089,0.24536862,2.111180283,2.276197844,2.397736411,2.559130559,3.063599061,911.2995492,1.001753442,0.684818577,0.004204249,0.130284676,0.487426667,0.587946901,0.662925823,0.766015499,0.974075825,960.3063284,1.001043657,5.353818354,0.002975319,0.14455298,5.073374661,5.255174076,5.35273742,5.453361143,5.640026779,2360.407136,1.000391158,6.800895749,0.021726234,1.059252405,5.036055316,6.032800702,6.690470448,7.430435422,9.131983003,2377.004606,0.999914119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3958.266742,8.350773718,gen
uh,gen,TRUE,NA,1.49769169,0.001458112,0.078684036,1.345007738,1.443189472,1.497328351,1.551850948,1.65307868,2911.999098,0.999429469,0.965745116,0.000532691,0.026067234,0.904471181,0.949809769,0.971139721,0.986761321,0.998886176,2394.635028,0.999622026,2.466031549,0.001251609,0.070948488,2.328491025,2.416318083,2.466686901,2.514045741,2.60763331,3213.281301,1.000067652,0.844801477,0.000692849,0.041531049,0.767699234,0.816128918,0.842298064,0.872082544,0.930113396,3593.095733,0.999506022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11181.43527,5.91297476,hur
uh,hurdle,TRUE,-2,6.519189089,0.004862445,0.326382727,5.898346566,6.290940132,6.514882942,6.737341166,7.170892105,4505.520366,0.999863007,0.223536845,0.001155519,0.071517532,0.091106122,0.173202657,0.219615328,0.271028428,0.372918466,3830.632506,0.999615758,2.465218746,0.001120334,0.072737659,2.326295309,2.41500292,2.463456904,2.513530789,2.612292834,4215.255243,0.999884386,0.846006657,0.000644103,0.04229339,0.765174709,0.817335075,0.844816486,0.874578668,0.930760276,4311.559536,1.000418112,0.302104514,0.003181024,0.16827864,-0.027102087,0.18818924,0.305165592,0.415992219,0.624777551,2798.491607,1.000782265,-0.29391029,0.00062844,0.035666559,-0.365371402,-0.317920766,-0.293629772,-0.270287358,-0.222191435,3221.027434,1.000357865,3.206294961,0.002530602,0.130081426,2.953621697,3.118970363,3.208237209,3.291850782,3.466015097,2642.305094,1.000483477,-0.62683581,0.000565472,0.030185303,-0.6856539,-0.646515222,-0.626925901,-0.606524387,-0.567354754,2849.499284,0.99996119,11170.90278,5.907404961,hur
um,gen,TRUE,NA,0.393686493,0.001162819,0.064904502,0.276670129,0.34828881,0.390724175,0.436098337,0.529682103,3115.483393,1.001775488,0.899051556,0.001462358,0.07725487,0.716620693,0.852374605,0.915196535,0.960771838,0.996632493,2790.899681,1.000298867,0.869732215,0.001012273,0.06256601,0.754142293,0.826811155,0.86735477,0.909941627,0.998888991,3820.159041,1.000355933,0.293957647,0.000470088,0.028323474,0.242312172,0.273940787,0.292486054,0.312126856,0.354995986,3630.229588,1.000796838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2449.350647,2.783353008,gen
up,gen,TRUE,NA,1.811394668,0.005177828,0.156242943,1.571969913,1.694948501,1.779546338,1.914587824,2.163885635,910.5537529,1.003286844,0.786887907,0.003371332,0.108060821,0.601711978,0.703795186,0.775122629,0.871573887,0.988762098,1027.385906,1.001974687,6.212723167,0.002223246,0.107956317,6.00744134,6.136994219,6.210554781,6.286401888,6.429566387,2357.876331,0.999739046,12.67580392,0.035318021,1.817126718,9.679874818,11.37715046,12.50209576,13.74047044,16.56193634,2647.144903,0.999495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7424.657385,8.524290913,gen
up,hurdle,TRUE,-1,2.569452042,0.002263703,0.128713321,2.320355231,2.481044873,2.566998427,2.655791912,2.823122081,3233.017437,0.999756813,0.220000985,0.000678353,0.037451934,0.148515984,0.194196213,0.219383805,0.244493254,0.296398505,3048.155946,1.000559956,6.190586812,0.001668644,0.105414389,5.982773119,6.117916254,6.189555596,6.261927707,6.397826246,3990.915632,1.001616035,10.72512512,0.022094107,1.299246828,8.462770578,9.813665742,10.6167797,11.52935957,13.46809763,3458.043313,0.999987403,1.296772335,0.003787321,0.198074417,0.912208057,1.164541089,1.297458216,1.42706342,1.702209803,2735.222036,1.000368298,-0.371787743,0.000694765,0.035714912,-0.443533367,-0.39474273,-0.371214547,-0.34793781,-0.304012889,2642.549224,1.000809095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7344.018207,8.431708619,gen
us,gen,TRUE,NA,1.335377905,0.002364582,0.129943397,1.094583132,1.243734035,1.330605821,1.421305471,1.600095393,3019.949029,1.000131337,0.914879869,0.001154662,0.061175068,0.772478379,0.877542346,0.925995807,0.965023979,0.996681545,2806.979079,1.000182847,6.306496178,0.003330491,0.187742022,5.959982866,6.175422273,6.307471919,6.438809708,6.665564424,3177.652315,0.999409326,11.04843639,0.046628253,2.490949575,7.282912843,9.310957355,10.67142513,12.37840212,16.9557331,2853.852954,0.999507631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2398.426394,8.386106273,gen
us,hurdle,TRUE,-1,2.816104633,0.004418596,0.272028821,2.297476309,2.633314728,2.805070805,2.992749707,3.354676084,3790.192015,0.999961807,0.404954743,0.001397959,0.082814266,0.253111624,0.346557864,0.401692449,0.458904925,0.576271729,3509.309271,1.000693431,6.262007503,0.003110041,0.199833977,5.870898313,6.131477812,6.259431338,6.392673653,6.647797848,4128.635181,1.000244377,8.182596813,0.021128415,1.395046643,5.848115819,7.158929524,8.073944669,9.075322775,11.16444408,4359.569459,0.999647266,1.361775523,0.005735497,0.313525212,0.759174188,1.144380099,1.356388879,1.575408327,1.967791163,2988.153201,1.000760565,-0.234494143,0.000886207,0.047793128,-0.332423338,-0.267539303,-0.23387758,-0.200879336,-0.141752677,2908.443895,1.000503373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382.838471,8.331603044,gen
very,gen,FALSE,NA,3.664648701,0.00341392,0.195485471,3.303379493,3.53413014,3.658862007,3.789307647,4.062341648,3278.856483,1.000738209,0.310799573,0.001734378,0.094368614,0.150278206,0.247051561,0.302443239,0.366428096,0.520082299,2960.517269,1.000621967,5.076030795,0.002361861,0.144371481,4.795889191,4.978489646,5.077007273,5.170382455,5.367372614,3736.407875,0.999406575,11.65017629,0.05231713,2.856784414,7.439407873,9.672156096,11.13355325,13.08133992,18.3862013,2981.72178,1.000854012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859.749003,7.965874661,hur
very,hurdle,FALSE,-2,5.2262827,0.004356481,0.277159547,4.682819566,5.04233261,5.218690297,5.408125637,5.784549109,4047.510124,0.999696573,0.039060019,0.000553597,0.033732623,0.001283721,0.013119915,0.029514485,0.056436864,0.125614881,3712.894116,1.000494415,5.073108273,0.002236021,0.145262727,4.790137401,4.970927108,5.072377336,5.167656823,5.362412688,4220.428337,1.000367598,11.67781919,0.044324419,2.789190423,7.435978776,9.641083743,11.26557898,13.29574054,18.13880243,3959.772502,0.99985004,3.472410968,0.009487511,0.404665076,2.708549757,3.196188945,3.4596684,3.73470241,4.317761119,1819.226946,1.001877606,-0.704182568,0.001808116,0.078273756,-0.865489651,-0.756259238,-0.702924067,-0.649941587,-0.556262685,1874.043628,1.002206679,1.16476049,0.016321849,0.714207321,-0.265442808,0.713483844,1.168107964,1.633997882,2.576835858,1914.740349,1.001068655,-0.863948496,0.003961649,0.185247352,-1.242680181,-0.982838536,-0.861033901,-0.739091525,-0.508251826,2186.512754,1.000272301,2620.981394,7.300783829,hur
wan,gen,FALSE,NA,2.542103711,0.002922982,0.136229639,2.28884739,2.446845454,2.539849102,2.632345994,2.813498267,2172.155207,1.000863944,0.102495396,0.000924597,0.046914143,0.019352034,0.068351342,0.100620819,0.13234767,0.202457524,2574.560178,1.000217463,6.931313988,0.003072813,0.174960445,6.588857175,6.816369988,6.927386836,7.045856158,7.285011866,3241.958783,1.000458046,31.45010997,0.133393802,7.721712184,19.3995214,25.73898231,30.58068635,35.92426302,48.88972913,3350.857192,0.999667773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2227.083818,8.248458585,hur
wan,hurdle,FALSE,1,2.202607782,0.006462192,0.328255679,1.549087501,1.985347183,2.205364727,2.42802407,2.829151073,2580.268097,1.000372353,0.15787326,0.001268388,0.064692901,0.037246634,0.112135848,0.156973382,0.201284362,0.287829184,2601.410546,1.000059947,6.925735667,0.00281723,0.180217861,6.565694222,6.806398202,6.923419958,7.044584228,7.283855212,4092.144333,0.999859144,31.50656634,0.122928129,7.757958928,19.25236177,25.81403817,30.53510781,36.20942,48.40646706,3982.83584,0.999853698,2.245638492,0.009303703,0.474404072,1.342063091,1.926180004,2.242100155,2.546266774,3.199851276,2600.070859,1.000399753,-0.460248033,0.001484125,0.075456566,-0.619059343,-0.50807714,-0.457461708,-0.410209126,-0.316629123,2584.954969,1.000824584,-4.284993322,0.050409842,2.379549239,-9.191366482,-5.808399305,-4.177609599,-2.636129033,0.104865097,2228.223346,0.999149577,-0.203180247,0.007294662,0.337369724,-0.942057137,-0.405545774,-0.178968719,0.029819711,0.382711086,2138.956187,0.999631913,2145.344113,7.945718938,hur
want,gen,FALSE,NA,3.358907318,0.002455867,0.164259482,3.044770827,3.244384147,3.357790718,3.466953246,3.685044144,4473.538713,1.000104831,0.354475851,0.001060162,0.066056717,0.239394844,0.308088134,0.349167605,0.395930788,0.497590492,3882.300307,1.000508675,6.450913263,0.00252437,0.16459459,6.142571897,6.338021946,6.448354516,6.563944259,6.772521053,4251.333493,0.999690747,19.00435971,0.084804343,4.896860649,11.64480433,15.58031689,18.19442928,21.68418955,30.80628196,3334.258739,0.999872937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2791.298635,8.536081453,gen
wanted,gen,FALSE,NA,2.964501008,0.003586309,0.218512126,2.534569027,2.81288362,2.959990542,3.111293107,3.408675068,3712.408423,0.999640741,0.301658594,0.001415954,0.080283659,0.158988088,0.247810493,0.297801042,0.350932446,0.476377872,3214.814812,0.999528322,7.305769359,0.004010007,0.256519179,6.813169493,7.131308769,7.299106467,7.476161445,7.816057105,4092.129048,1.000257532,18.37317406,0.092912187,5.560634838,10.14643601,14.42027601,17.43933975,21.31478653,31.87557942,3581.816974,0.999190051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.702004,8.858953667,gen
was,gen,FALSE,NA,2.30489505,0.000599844,0.041577422,2.227260897,2.276027983,2.304460128,2.332187164,2.38894935,4804.385039,1.000609578,0.324875434,0.000304245,0.019865537,0.287602248,0.311044591,0.324750226,0.338338614,0.363996134,4263.375855,1.000023307,5.270086419,0.000719093,0.050203647,5.173279584,5.235511147,5.269644024,5.304538965,5.365954312,4874.173764,0.99920252,11.22943961,0.01394487,0.916776967,9.61976486,10.57051523,11.18131377,11.81768651,13.15113737,4322.136111,1.000869925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24247.84984,8.031748869,hur
was,hurdle,FALSE,1,2.359693411,0.001899684,0.121541322,2.114517373,2.280403962,2.361448406,2.441830267,2.594185499,4093.408419,1.000158996,0.261323293,0.000322073,0.020051485,0.222639485,0.247518946,0.26133444,0.275119073,0.301228848,3875.995078,1.000347488,5.271741765,0.000704879,0.05211028,5.172126217,5.235911387,5.271983556,5.307620996,5.374699426,5465.350826,0.999515891,11.21850061,0.012702977,0.867343354,9.665612437,10.60191874,11.18173185,11.79529146,13.01448817,4661.987175,0.999988166,1.167654469,0.001755166,0.091207198,0.994605744,1.105122783,1.168269258,1.23011328,1.348350236,2700.360752,1.00102222,-0.279732783,0.000318314,0.016924105,-0.312481049,-0.291386066,-0.279598371,-0.26812756,-0.246802194,2826.832725,1.001012883,-0.392155859,0.003430643,0.188408339,-0.77148127,-0.520175954,-0.389037444,-0.262603603,-0.029868704,3016.12346,1.000530743,-0.400528589,0.000766973,0.042391826,-0.483830382,-0.428710826,-0.400469202,-0.371189427,-0.318708727,3054.949207,1.000682477,24125.41772,7.991195005,hur
way,gen,TRUE,NA,1.64635634,0.002907774,0.145826694,1.370810709,1.545462896,1.642091898,1.743593695,1.937783434,2515.085172,1.001177085,0.908143075,0.001483261,0.067421763,0.746866663,0.865179933,0.922254314,0.961846738,0.99641284,2066.165699,1.002247492,6.091147796,0.002587187,0.158422026,5.783980542,5.983098439,6.092990342,6.194212028,6.405766683,3749.519357,0.999691282,14.38722496,0.067675694,3.489579101,9.159869566,11.8810653,13.86847222,16.17857093,23.0672776,2658.769331,1.000111903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883.608744,8.382583557,gen
we,gen,FALSE,NA,1.049521391,0.001371515,0.04987245,0.97125578,1.016177105,1.043865863,1.075565732,1.167350311,1322.270342,1.001559954,0.669291105,0.001652254,0.06031339,0.575834824,0.628736408,0.661329036,0.699097297,0.816356935,1332.521023,1.000697255,5.608163848,0.001008151,0.061359167,5.487543196,5.565976211,5.608718829,5.650303181,5.730487583,3704.314504,0.999223024,10.79937178,0.01851022,0.997360292,9.063771223,10.10969016,10.73721342,11.40190154,12.99421019,2903.226887,0.999383884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16779.71644,7.84098899,gen
we,hurdle,FALSE,1,1.927373285,0.003641737,0.185356436,1.563025762,1.796807678,1.92823408,2.058342787,2.280823618,2590.587442,0.999676427,0.338258162,0.000577419,0.02989231,0.278259884,0.317651556,0.338432096,0.358131683,0.396518028,2680.011141,0.999488123,5.609661001,0.001069769,0.064222289,5.482765043,5.566520937,5.610400837,5.652512271,5.735371882,3604.056746,0.999270984,10.75564149,0.016616367,0.97611397,9.037478917,10.05994455,10.69897368,11.34836658,12.80629282,3450.872632,1.001910664,1.518022055,0.003290171,0.143122282,1.243331718,1.421679319,1.516344017,1.614336705,1.798057084,1892.245648,1.003573923,-0.234797715,0.000463323,0.021361496,-0.27569156,-0.24929312,-0.234704636,-0.220413546,-0.193092666,2125.672381,1.002114374,2.363021017,0.003253064,0.13958856,2.086058028,2.267416722,2.362179023,2.457738961,2.639801758,1841.256929,1.003371868,-0.333115649,0.000475481,0.021144694,-0.374292702,-0.347244738,-0.333196204,-0.318843618,-0.291491736,1977.594703,1.002952071,16815.56521,7.857740754,gen
well,gen,FALSE,NA,0.36012111,0.000559715,0.028362071,0.305441521,0.340703387,0.359743293,0.379601034,0.415666417,2567.68818,1.000272631,0.95135165,0.000760037,0.037036536,0.862792514,0.929139612,0.959260601,0.981069883,0.998185909,2374.607354,0.999405204,3.448339795,0.001870375,0.11066843,3.236245484,3.370740094,3.4471845,3.522798116,3.668680541,3500.983509,0.999610135,0.835115142,0.000705298,0.044042049,0.750723025,0.806399841,0.833722574,0.864241583,0.923132517,3899.323151,0.999766784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842.193071,5.851881582,gen
well,hurdle,FALSE,1,5.525520685,0.008148851,0.462879674,4.611571455,5.217155821,5.521373582,5.825849822,6.456340022,3226.58782,0.999485013,0.177821966,0.001582576,0.095003256,0.026314954,0.10716111,0.166942094,0.237965668,0.388715526,3603.6953,1.000585403,3.448444466,0.001654459,0.105229993,3.24854484,3.375799994,3.449627984,3.521498231,3.652514083,4045.452577,0.999922789,0.836050538,0.000702257,0.045416206,0.751438986,0.805027852,0.834172938,0.866170221,0.926679961,4182.440279,0.999399831,0.343432187,0.004496796,0.233789414,-0.10998116,0.186780398,0.344019652,0.501402206,0.795394434,2702.983086,1.000012695,-0.2739973,0.000886303,0.047774449,-0.37158443,-0.305878407,-0.272381205,-0.24166933,-0.184077378,2905.538319,1.000062911,3.322949491,0.003245189,0.16692103,3.002901988,3.205128638,3.319754398,3.436498483,3.658624264,2645.709393,1.001285121,-0.22458831,0.000458966,0.023798758,-0.272028749,-0.2407766,-0.224266053,-0.208205401,-0.179013835,2688.73196,1.001457923,8881.768082,5.878072854,gen
went,gen,FALSE,NA,2.108793351,0.001881265,0.117184391,1.879428654,2.030209419,2.107205915,2.183368239,2.34632471,3880.069189,0.999516304,0.211894723,0.000820648,0.05361379,0.11033062,0.174922569,0.209446517,0.247389508,0.320489385,4268.149798,0.999659937,5.469355823,0.002215443,0.150509046,5.17394065,5.368693182,5.46562283,5.571970503,5.770969971,4615.344771,1.000312822,18.44337902,0.083719786,5.107103739,10.88567497,14.79558237,17.69112125,21.24248862,30.21890265,3721.286819,0.99952543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480.973736,7.926433661,gen
were,gen,FALSE,NA,2.683185836,0.001647913,0.105771191,2.483775801,2.608795738,2.681989987,2.754292948,2.898668848,4119.703686,1.000593213,0.430106337,0.000826643,0.051998685,0.337854551,0.393460861,0.427490069,0.463126237,0.538253298,3956.838574,1.001580562,5.823901264,0.001595989,0.112268671,5.605802039,5.748252568,5.821972079,5.897603795,6.046378962,4948.312717,0.999444448,13.28461067,0.039356736,2.392056269,9.42733608,11.56248979,13.01057455,14.67933012,18.62205194,3694.065918,0.9995266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5539.94155,8.381152118,gen
what,gen,FALSE,NA,1.677316522,0.002547041,0.090021288,1.49605412,1.617666422,1.682989283,1.739804711,1.843081405,1249.1615,1.00334909,0.930695214,0.001472836,0.050589549,0.808504785,0.90132342,0.940451951,0.970917367,0.996941132,1179.811548,1.002145609,4.828468558,0.001342109,0.066935833,4.693535201,4.784779652,4.826893291,4.874127597,4.957501434,2487.376594,1.000035568,5.368074014,0.007796419,0.399665909,4.658636335,5.093833385,5.347398597,5.615757527,6.228955118,2627.869652,1.000654314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15381.13955,7.887763871,gen
when,gen,FALSE,NA,1.050875674,0.001401329,0.069607394,0.91321928,1.003889697,1.050264292,1.096989569,1.187254476,2467.348605,1.000469566,0.948849467,0.000776646,0.037684082,0.861985877,0.925102238,0.95575123,0.979663124,0.997659307,2354.34288,1.000552305,5.803330859,0.001806135,0.111382792,5.587829233,5.729272963,5.803428692,5.876647487,6.02307598,3803.084411,1.001004965,8.03105898,0.018151874,1.019506035,6.331140062,7.309800015,7.925287258,8.649523313,10.30965875,3154.544547,1.000357904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6083.18984,7.962290367,hur
when,hurdle,FALSE,0,2.206636347,0.002530377,0.169495099,1.87584612,2.094483416,2.203618922,2.31985425,2.540745533,4486.87225,0.999605901,0.489274419,0.000721876,0.049811978,0.392590958,0.455481028,0.488235133,0.522441885,0.589616662,4761.488691,0.999970673,5.789982404,0.00174272,0.112712509,5.570211014,5.713995044,5.788045917,5.863244868,6.013168524,4183.012714,1.000024181,7.332079002,0.013066647,0.873362691,5.792465651,6.741791676,7.246809506,7.854613437,9.330909043,4467.462859,0.999896287,2.459005049,0.003638851,0.208483876,2.057479055,2.317911194,2.452351577,2.602012341,2.871960736,3282.588408,1.000202084,-0.384686348,0.000582286,0.033491288,-0.451519512,-0.406960666,-0.383792965,-0.362137964,-0.319354809,3308.192577,1.000396616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5995.755755,7.847847847,hur
where,gen,FALSE,NA,1.227577042,0.001889671,0.104770041,1.031580338,1.155459773,1.223648747,1.297525178,1.44080975,3073.986162,1.00037814,0.933479153,0.000938119,0.048528227,0.818631013,0.90515993,0.942393484,0.972195063,0.997573558,2675.91698,1.000433597,5.129600376,0.002566985,0.155179859,4.833259243,5.023724398,5.126114849,5.235062612,5.442461822,3654.467243,1.000144341,5.540805011,0.013624598,0.836307073,4.173199931,4.950815323,5.450403421,6.015328599,7.492788473,3767.768165,0.999903382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3238.225615,7.898111257,gen
where,hurdle,FALSE,0,2.722814806,0.004018334,0.25367036,2.237904862,2.551433303,2.716421356,2.897629379,3.232363072,3985.173979,1.000615166,0.456786099,0.00137151,0.078115246,0.317452816,0.401366232,0.451890111,0.504382968,0.620855175,3243.948054,0.999615464,5.095563218,0.002332092,0.157003106,4.792716485,4.989708665,5.095393258,5.20023656,5.405346677,4532.369088,1.000645736,4.999905113,0.009700797,0.669017367,3.849907959,4.529987794,4.950588435,5.407406939,6.463254058,4756.198018,0.999509267,2.314549987,0.005068006,0.269781949,1.792563511,2.133437485,2.311479601,2.492265978,2.853797595,2833.684872,1.001121794,-0.420237391,0.000919782,0.048923424,-0.517473866,-0.452341614,-0.419043969,-0.386418995,-0.326869656,2829.198706,1.001103131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3190.786712,7.782406615,gen
which,gen,FALSE,NA,0.442437806,0.001098423,0.065107252,0.325512574,0.396475666,0.438393589,0.484791575,0.576453033,3513.337503,1.000887027,0.907755009,0.001158392,0.068390449,0.750567925,0.86391151,0.921502391,0.963579172,0.995691206,3485.618605,1.00088501,4.584762394,0.002958589,0.182984317,4.242264387,4.455679643,4.581724333,4.704759505,4.957324581,3825.237133,1.000253669,5.275282475,0.02045006,1.102870478,3.636485674,4.513493468,5.117330785,5.841621009,7.924423472,2908.438243,1.00193132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735.891371,6.600347418,gen
